"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"p_0001";"v_113";"v_114";"meduse_1";"meduse_2";"meduse_3";"medtime_1";"medtime_2";"medtime_3";"medcondsoz_1";"medcondsoz_2";"medcondsoz_3";"medcondsoz_4";"medcondsoz_5";"medcondsoz_6";"medcondsoz_7";"medcondsoz_8";"medcondsoz_9";"medcondsoz_10";"v_48";"medcondsoz_11";"med_act";"finan1";"finan2";"finan3";"trust1";"trust2";"trust3";"trust4";"trust5";"tsec1";"tsec2";"tsec3";"tfree1";"tfree2";"tfree3";"ssec1";"ssec2";"ssec3";"sfree1";"sfree2";"sfree3";"att";"man_finance";"man_finance_ctrl";"man_eff";"man_eff_ctrl";"man_acc1";"man_acc2";"narrative_1";"narrative_2";"narrative_3";"narrative_4";"narrative_5";"narrative_6";"narrative_7";"narrative_8";"man_check1";"man_check2";"v_126";"v_127";"heiz1";"heiz2";"heiz3";"heiz4";"heiz5";"heiz6";"heiz7";"heiz8";"heiz9";"heiz10";"v_109";"pol";"v_7";"SES";"gender";"age";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts7101447";"rts7101522";"rts7111982";"rts7112144";"rts7112405";"rts7112407";"rts7112415";"rts7113504";"rts7113506";"rts7113507";"rts7113508";"rts7113510";"rts7113511";"rts7113513";"rts7113514";"rts7113515";"rts7113516";"rts7113517";"rts7113518";"rts7118825";"rnd_pg_7119467_1";"rnd_pg_7119467_2";"rnd_pg_7119467_3";"rnd_pg_7119467_4";"rnd_pg_7119467_5";"rnd_pg_7119467_6";"rnd_pg_7119467_7";"rnd_pg_7119467_8"
"511";"0";"0";"31";"7101365";"-99";"509";"1";"289762377814229";"0";"1";"2";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"5";"5";"7";"7";"2";"6";"6";"3";"4";"5";"4";"4";"2";"1";"1";"1";"1";"1";"1";"2";"1";"-99";"4";"-99";"3";"3";"1";"3";"1";"1";"1";"1";"1";"3";"3";"2";"-99";"-99";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"1";"-99";"7";"2";"65";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://mingle.respondi.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113510,7113514,7113515,7113508,7113507,7113511,7113513,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"a8e1bf62f39a4036f0ac9a19f9069fb4";"1";"0";"1729016045";"2024-10-15 18:14:05";"2024-10-15 18:22:34";"0000-00-00 00:00:00";"66";"509";"159";"117";"218";"281";"349";"307";"355";"435";"426";"387";"451";"459";"407";"416";"376";"473";"483";"0";"7113516";"7113510";"7113514";"7113515";"7113508";"7113507";"7113511";"7113513"
"512";"0";"0";"31";"7101365";"-99";"579";"2";"289768833854654";"0";"1";"8";"7";"7";"3";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"7";"7";"7";"5";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"7";"7";"7";"7";"7";"7";"2";"1";"-99";"1";"-99";"1";"1";"5";"1";"5";"1";"1";"1";"1";"1";"1";"1";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"7";"-99";"7";"2";"63";"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://deref-web.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113514,7113513,7113515,7113508,7113510,7113507,7113511,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"8a0a7bba40f4ced3a4de08f5f3252795";"1";"0";"1729016065";"2024-10-15 18:14:25";"2024-10-15 18:24:04";"0000-00-00 00:00:00";"94";"579";"170";"134";"195";"277";"339";"308";"350";"499";"461";"488";"515";"436";"405";"447";"373";"529";"542";"0";"7113516";"7113514";"7113513";"7113515";"7113508";"7113510";"7113507";"7113511"
"513";"0";"0";"31";"7101365";"-99";"305";"3";"289768832455889";"0";"1";"1";"1";"2";"3";"3";"3";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"5";"5";"4";"5";"3";"3";"3";"2";"2";"2";"-99";"-99";"1";"-99";"6";"4";"4";"3";"2";"2";"4";"1";"4";"4";"3";"-99";"-99";"5";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"4";"-99";"4";"2";"58";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7112415,7112415,7113506,7119467,7113507,7113510,7113515,7113516,7113511,7113508,7113513,7113514,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"99aff7940a64b7ebeaf02c8a2c831d68";"1";"0";"1729017500";"2024-10-15 18:38:20";"2024-10-15 18:43:25";"0000-00-00 00:00:00";"4";"305";"38";"21";"45";"130";"164";"144";"166";"181";"261";"191";"253";"267";"274";"195";"203";"285";"290";"0";"7113507";"7113510";"7113515";"7113516";"7113511";"7113508";"7113513";"7113514"
"514";"0";"0";"31";"7101365";"-99";"745";"3";"289768834721022";"0";"1";"2";"8";"8";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"6";"6";"6";"7";"6";"1";"5";"6";"1";"6";"6";"5";"4";"4";"4";"4";"1";"1";"1";"1";"-99";"-99";"1";"-99";"6";"5";"5";"3";"4";"1";"5";"1";"5";"2";"5";"-99";"-99";"4";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"2";"-99";"4";"2";"72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"https://mingle.respondi.de/survey/my-surveys?pk_vid=8ae67203b8eb460317290174709c9788";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113516,7113510,7113513,7113511,7113507,7113515,7113508,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"8176ec5c78d76d608e459b43c536476a";"1";"0";"1729017532";"2024-10-15 18:38:52";"2024-10-15 18:51:17";"0000-00-00 00:00:00";"16";"745";"169";"106";"280";"342";"423";"384";"435";"633";"673";"539";"587";"555";"477";"660";"520";"693";"703";"0";"7113514";"7113516";"7113510";"7113513";"7113511";"7113507";"7113515";"7113508"
"515";"0";"0";"31";"7101365";"-99";"576";"3";"289768834120732";"0";"1";"1";"2";"2";"2";"3";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"5";"5";"5";"0";"3";"3";"4";"5";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"-99";"-99";"1";"-99";"5";"3";"3";"4";"4";"4";"4";"3";"4";"3";"4";"-99";"-99";"3";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"2";"-99";"8";"2";"76";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113516,7113511,7113510,7113508,7113513,7113514,7113507,7113517,7113518,7101522,7101522,7101522,7101365";"1";"0";"0";"-99";"-99";"5f06b4c800c59a79d76f03ca13cb6830";"1";"0";"1729018665";"2024-10-15 18:57:45";"2024-10-15 19:07:22";"0000-00-00 00:00:00";"8";"577";"145";"80";"200";"210";"312";"258";"320";"467";"439";"421";"410";"450";"458";"368";"377";"489";"499";"0";"7113515";"7113516";"7113511";"7113510";"7113508";"7113513";"7113514";"7113507"
"516";"0";"0";"31";"7101365";"-99";"512";"2";"289762377881851";"0";"1";"1";"1";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"6";"7";"7";"7";"7";"7";"3";"4";"3";"4";"4";"4";"5";"5";"5";"4";"4";"4";"4";"4";"4";"2";"1";"-99";"4";"-99";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"7";"2";"75";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";"https://mingle.respondi.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113516,7113508,7113515,7113510,7113507,7113511,7113514,7113517,7113517,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"5dd9aa401e1a210aafa6826634003523";"1";"0";"1729019196";"2024-10-15 19:06:36";"2024-10-15 19:15:08";"0000-00-00 00:00:00";"6";"512";"144";"79";"212";"224";"330";"287";"334";"404";"385";"398";"423";"372";"432";"393";"379";"444";"453";"0";"7113513";"7113516";"7113508";"7113515";"7113510";"7113507";"7113511";"7113514"
"517";"0";"0";"31";"7101365";"-99";"477";"2";"289768834797592";"0";"1";"2";"9";"9";"1";"1";"3";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"5";"5";"6";"5";"2";"4";"4";"3";"3";"3";"4";"4";"4";"7";"7";"7";"7";"7";"7";"2";"5";"-99";"4";"-99";"2";"2";"4";"5";"2";"5";"4";"4";"4";"4";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"3";"-99";"5";"2";"76";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36";"https://deref-web.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113511,7113515,7113516,7113513,7113510,7113507,7113514,7113517,7113518,7101522,7101522,7101522,7101365";"0";"1";"0";"-99";"-99";"3fba0f36213b3f5cf7a6f6df29379bfe";"1";"0";"1729019443";"2024-10-15 19:10:43";"2024-10-15 19:18:40";"0000-00-00 00:00:00";"4";"477";"76";"44";"110";"180";"234";"205";"242";"396";"269";"383";"295";"365";"421";"317";"342";"433";"438";"0";"7113508";"7113511";"7113515";"7113516";"7113513";"7113510";"7113507";"7113514"
"519";"0";"0";"31";"7101365";"-99";"1212";"1";"289768832813134";"0";"1";"2";"9";"8";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"6";"6";"6";"6";"0";"3";"6";"6";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"2";"3";"-99";"3";"-99";"3";"3";"3";"3";"4";"4";"2";"3";"4";"3";"2";"2";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"1";"-99";"7";"1";"60";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://deref-gmx.net/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7112144,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113516,7113513,7113510,7113507,7113514,7113511,7113515,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"2c2d0b8b665e783a93f2f987ff0d0c62";"1";"0";"1729021022";"2024-10-15 19:37:02";"2024-10-15 19:57:14";"0000-00-00 00:00:00";"5";"1212";"326";"201";"999";"1004";"1078";"1051";"1086";"1137";"1103";"1130";"1158";"1120";"1154";"1163";"1109";"1176";"1182";"0";"7113508";"7113516";"7113513";"7113510";"7113507";"7113514";"7113511";"7113515"
"520";"0";"0";"31";"7101365";"-99";"838";"1";"289768833008785";"0";"1";"2";"9";"6";"1";"2";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"5";"4";"5";"5";"2";"1";"1";"1";"3";"6";"6";"6";"6";"6";"4";"5";"5";"5";"5";"5";"3";"3";"-99";"4";"-99";"2";"2";"3";"2";"3";"4";"1";"3";"3";"3";"2";"2";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"7";"-99";"7";"2";"72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://deref-gmx.net/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113516,7113511,7113514,7113507,7113510,7113515,7113508,7113517,7113517,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"bf4f08914255794722c61d814209576e";"1";"0";"1729021457";"2024-10-15 19:44:17";"2024-10-15 19:58:15";"0000-00-00 00:00:00";"10";"838";"215";"137";"307";"334";"503";"413";"508";"684";"740";"701";"630";"566";"666";"715";"592";"770";"780";"0";"7113513";"7113516";"7113511";"7113514";"7113507";"7113510";"7113515";"7113508"
"521";"0";"0";"31";"7101365";"-99";"548";"3";"289768833877191";"0";"1";"1";"2";"9";"3";"2";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"3";"3";"3";"4";"3";"2";"2";"2";"3";"5";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"-99";"-99";"1";"-99";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"-99";"-99";"3";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"6";"-99";"5";"1";"70";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113510,7113516,7113507,7113513,7113515,7113508,7113514,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"4e73b7a16788e79a996504bed7f70508";"1";"0";"1729021617";"2024-10-15 19:46:57";"2024-10-15 19:56:05";"0000-00-00 00:00:00";"9";"548";"152";"81";"203";"212";"304";"251";"310";"392";"431";"360";"337";"405";"452";"419";"377";"472";"485";"0";"7113511";"7113510";"7113516";"7113507";"7113513";"7113515";"7113508";"7113514"
"522";"0";"0";"31";"7101365";"-99";"417";"2";"289768833880264";"0";"1";"2";"1";"8";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"1";"4";"1";"4";"4";"3";"4";"4";"4";"7";"4";"4";"7";"7";"6";"5";"5";"7";"7";"7";"2";"4";"-99";"4";"-99";"3";"2";"3";"4";"2";"4";"4";"4";"4";"3";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"5";"1";"63";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113514,7113508,7113516,7113510,7113511,7113513,7113515,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"c9e3f0d46074a0690ae96bd0110ccf5d";"1";"0";"1729025676";"2024-10-15 20:54:36";"2024-10-15 21:01:33";"0000-00-00 00:00:00";"4";"417";"93";"58";"129";"147";"226";"187";"237";"263";"286";"313";"332";"350";"276";"361";"300";"374";"381";"0";"7113507";"7113514";"7113508";"7113516";"7113510";"7113511";"7113513";"7113515"
"523";"0";"0";"31";"7101365";"-99";"311";"3";"289768832790598";"0";"1";"7";"3";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"5";"5";"5";"2";"5";"3";"4";"3";"2";"4";"3";"4";"2";"5";"2";"5";"4";"4";"2";"5";"-99";"-99";"1";"-99";"4";"3";"3";"3";"4";"3";"3";"3";"4";"2";"4";"-99";"-99";"2";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"1";"-99";"5";"2";"67";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://meinungsplatz.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113511,7113507,7113513,7113508,7113515,7113516,7113514,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"9a5f30b5f2ccf9e4537f0ba993f62f49";"1";"0";"1729027700";"2024-10-15 21:28:20";"2024-10-15 21:33:31";"0000-00-00 00:00:00";"7";"311";"122";"60";"131";"139";"184";"147";"193";"220";"229";"209";"215";"225";"247";"235";"242";"254";"281";"0";"7113510";"7113511";"7113507";"7113513";"7113508";"7113515";"7113516";"7113514"
"524";"0";"0";"31";"7101365";"-99";"301";"2";"289768832993419";"0";"1";"4";"5";"8";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"4";"4";"3";"4";"4";"3";"3";"2";"1";"7";"4";"5";"1";"1";"5";"6";"7";"5";"7";"7";"2";"5";"-99";"2";"-99";"1";"1";"1";"4";"5";"1";"1";"3";"3";"1";"3";"2";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"5";"1";"60";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113507,7113514,7113508,7113516,7113515,7113513,7113510,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"34441a230b42e580fc67f00bbd0fb434";"1";"0";"1729031476";"2024-10-15 22:31:16";"2024-10-15 22:36:17";"0000-00-00 00:00:00";"3";"301";"70";"38";"104";"107";"182";"156";"185";"223";"243";"267";"212";"258";"235";"254";"250";"279";"284";"0";"7113511";"7113507";"7113514";"7113508";"7113516";"7113515";"7113513";"7113510"
"526";"0";"0";"31";"7101365";"-99";"976";"1";"289768832584957";"0";"1";"1";"1";"8";"3";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"5";"5";"5";"6";"6";"3";"5";"5";"3";"4";"3";"5";"4";"3";"4";"3";"2";"2";"3";"5";"2";"2";"-99";"5";"-99";"4";"4";"2";"4";"2";"3";"2";"4";"3";"4";"4";"4";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"4";"-99";"6";"2";"63";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113508,7113511,7113510,7113515,7113514,7113516,7113507,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"bab8ad0cec91cb84f99d20494279ca1d";"1";"0";"1729033157";"2024-10-15 22:59:17";"2024-10-15 23:15:33";"0000-00-00 00:00:00";"11";"976";"158";"102";"213";"367";"545";"488";"561";"882";"649";"732";"696";"610";"819";"775";"860";"909";"917";"0";"7113513";"7113508";"7113511";"7113510";"7113515";"7113514";"7113516";"7113507"
"527";"0";"0";"31";"7101365";"-99";"387";"1";"289768832284819";"0";"1";"2";"7";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"3";"3";"3";"6";"6";"2";"2";"3";"5";"5";"6";"5";"5";"5";"5";"5";"5";"4";"4";"4";"2";"3";"-99";"2";"-99";"1";"1";"2";"3";"2";"3";"1";"3";"1";"2";"2";"2";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"8";"Freie Wähler";"4";"2";"73";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://meinungsplatz.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113516,7113507,7113514,7113511,7113515,7113508,7113513,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"5ee91c8a92bae02bc4f7bc3ca901bbfb";"1";"0";"1729053850";"2024-10-16 04:44:10";"2024-10-16 04:50:37";"0000-00-00 00:00:00";"5";"387";"95";"50";"126";"132";"200";"163";"205";"261";"307";"229";"287";"318";"273";"296";"245";"331";"339";"0";"7113510";"7113516";"7113507";"7113514";"7113511";"7113515";"7113508";"7113513"
"528";"0";"0";"31";"7101365";"-99";"832";"2";"289762377304315";"0";"1";"2";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"4";"3";"4";"6";"4";"1";"5";"4";"4";"5";"5";"5";"4";"4";"5";"5";"5";"5";"5";"5";"2";"3";"-99";"4";"-99";"1";"1";"1";"4";"1";"3";"1";"2";"4";"3";"2";"2";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"4";"2";"68";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113514,7113511,7113510,7113515,7113513,7113516,7113508,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"7818c5591c17c38fc8a02065a3771dd6";"1";"0";"1729058036";"2024-10-16 05:53:56";"2024-10-16 06:07:48";"0000-00-00 00:00:00";"7";"832";"104";"56";"430";"436";"532";"481";"542";"573";"775";"680";"637";"714";"611";"688";"732";"790";"797";"0";"7113507";"7113514";"7113511";"7113510";"7113515";"7113513";"7113516";"7113508"
"529";"0";"0";"31";"7101365";"-99";"937";"2";"289768833279222";"0";"1";"6";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"3";"3";"2";"5";"6";"1";"2";"2";"6";"6";"6";"6";"6";"7";"7";"6";"6";"6";"7";"7";"2";"5";"-99";"1";"-99";"2";"1";"2";"4";"4";"1";"5";"1";"5";"2";"1";"2";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"1";"-99";"4";"2";"64";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113514,7113507,7113508,7113511,7113516,7113510,7113515,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"e982bc0a596cab75930450c833579c06";"1";"0";"1729058366";"2024-10-16 05:59:26";"2024-10-16 06:15:03";"0000-00-00 00:00:00";"9";"937";"150";"79";"204";"328";"458";"394";"473";"622";"665";"802";"719";"532";"586";"845";"764";"868";"880";"0";"7113513";"7113514";"7113507";"7113508";"7113511";"7113516";"7113510";"7113515"
"530";"0";"0";"31";"7101365";"-99";"2181";"1";"289762377916429";"0";"1";"1";"9";"2";"3";"1";"0";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"4";"3";"4";"6";"1";"1";"1";"1";"3";"7";"3";"5";"4";"6";"4";"5";"4";"5";"5";"5";"1";"2";"-99";"1";"-99";"1";"1";"4";"1";"1";"3";"3";"2";"1";"1";"1";"1";"-99";"-99";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"-99";"6";"-99";"2";"2";"73";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://mingle.respondi.de/survey/my-surveys";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113516,7113508,7113515,7113510,7113507,7113513,7113514,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"297c71cccbe016cc118949ed99a8880e";"1";"0";"1729061085";"2024-10-16 06:44:45";"2024-10-16 07:21:06";"0000-00-00 00:00:00";"6";"2181";"213";"130";"1315";"1324";"1523";"1439";"1528";"1907";"1696";"1845";"1622";"1998";"2088";"1772";"1685";"2118";"2132";"0";"7113511";"7113516";"7113508";"7113515";"7113510";"7113507";"7113513";"7113514"
